movieId,title,genres,clean_title,clean_genres,imdbId,tmdbId
156,Blue in the Face (1995),Comedy|Drama,Blue in the Face,"['Comedy', 'Drama']",0112541,5894.0
157,Canadian Bacon (1995),Comedy|War,Canadian Bacon,"['Comedy', 'War']",0109370,1775.0
158,Casper (1995),Adventure|Children,Casper,"['Adventure', 'Children']",0112642,8839.0
159,Clockers (1995),Crime|Drama|Mystery,Clockers,"['Crime', 'Drama', 'Mystery']",0112688,20649.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",0112715,10329.0
161,Crimson Tide (1995),Drama|Thriller|War,Crimson Tide,"['Drama', 'Thriller', 'War']",0112740,8963.0
162,Crumb (1994),Documentary,Crumb,['Documentary'],0109508,26564.0
163,Desperado (1995),Action|Romance|Western,Desperado,"['Action', 'Romance', 'Western']",0112851,8068.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0112857,8512.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Die Hard: With a Vengeance,"['Action', 'Crime', 'Thriller']",0112864,1572.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,Doom Generation,"['Comedy', 'Crime', 'Drama']",0112887,13552.0
168,First Knight (1995),Action|Drama|Romance,First Knight,"['Action', 'Drama', 'Romance']",0113071,6520.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,Free Willy 2: The Adventure Home,"['Adventure', 'Children', 'Drama']",0113114,9073.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,Hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",0113243,10428.0
171,Jeffrey (1995),Comedy|Drama,Jeffrey,"['Comedy', 'Drama']",0113464,17447.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Johnny Mnemonic,"['Action', 'Sci-Fi', 'Thriller']",0113481,9886.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,Judge Dredd,"['Action', 'Crime', 'Sci-Fi']",0113492,9482.0
174,Jury Duty (1995),Comedy,Jury Duty,['Comedy'],0113500,19326.0
175,Kids (1995),Drama,Kids,['Drama'],0113540,9344.0
176,Living in Oblivion (1995),Comedy,Living in Oblivion,['Comedy'],0113677,9071.0
177,Lord of Illusions (1995),Horror,Lord of Illusions,['Horror'],0113690,8973.0
178,Love & Human Remains (1993),Comedy|Drama,Love & Human Remains,"['Comedy', 'Drama']",0107447,15730.0
179,Mad Love (1995),Drama|Romance,Mad Love,"['Drama', 'Romance']",0113729,47608.0
180,Mallrats (1995),Comedy|Romance,Mallrats,"['Comedy', 'Romance']",0113749,2293.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,Mighty Morphin Power Rangers: The Movie,"['Action', 'Children']",0113820,9070.0
183,Mute Witness (1994),Comedy|Horror|Thriller,Mute Witness,"['Comedy', 'Horror', 'Thriller']",0110604,48787.0
184,Nadja (1994),Drama,Nadja,['Drama'],0110620,34574.0
185,"Net, The (1995)",Action|Crime|Thriller,Net,"['Action', 'Crime', 'Thriller']",0113957,1642.0
186,Nine Months (1995),Comedy|Romance,Nine Months,"['Comedy', 'Romance']",0113986,11472.0
187,Party Girl (1995),Comedy,Party Girl,['Comedy'],0114095,36196.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Prophecy,"['Fantasy', 'Horror', 'Mystery']",0114194,11980.0
189,Reckless (1995),Comedy|Fantasy,Reckless,"['Comedy', 'Fantasy']",0114241,58372.0
190,Safe (1995),Thriller,Safe,['Thriller'],0114323,32646.0
191,"Scarlet Letter, The (1995)",Drama|Romance,Scarlet Letter,"['Drama', 'Romance']",0114345,10533.0
193,Showgirls (1995),Drama,Showgirls,['Drama'],0114436,10802.0
194,Smoke (1995),Comedy|Drama,Smoke,"['Comedy', 'Drama']",0114478,10149.0
195,Something to Talk About (1995),Comedy|Drama|Romance,Something to Talk About,"['Comedy', 'Drama', 'Romance']",0114496,18402.0
196,Species (1995),Horror|Sci-Fi,Species,"['Horror', 'Sci-Fi']",0114508,9348.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0114558,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","['Drama', 'Musical', 'Romance']",0058450,5967.0
201,Three Wishes (1995),Drama|Fantasy,Three Wishes,"['Drama', 'Fantasy']",0114663,47939.0
202,Total Eclipse (1995),Drama|Romance,Total Eclipse,"['Drama', 'Romance']",0114702,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy'],0114682,9090.0
204,Under Siege 2: Dark Territory (1995),Action,Under Siege 2: Dark Territory,['Action'],0114781,3512.0
205,Unstrung Heroes (1995),Comedy|Drama,Unstrung Heroes,"['Comedy', 'Drama']",0114798,52856.0
206,Unzipped (1995),Documentary,Unzipped,['Documentary'],0114805,77350.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,"Walk in the Clouds, A","['Drama', 'Romance']",0114887,9560.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,Waterworld,"['Action', 'Adventure', 'Sci-Fi']",0114898,9804.0
209,White Man's Burden (1995),Drama,White Man's Burden,['Drama'],0114928,31611.0
210,Wild Bill (1995),Western,Wild Bill,['Western'],0114938,65796.0
211,"Browning Version, The (1994)",Drama,Browning Version,['Drama'],0109340,49805.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Bushwhacked,"['Adventure', 'Comedy', 'Crime', 'Mystery']",0112602,26258.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Burnt by the Sun (Utomlyonnye solntsem),['Drama'],0111579,50797.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Before the Rain (Pred dozhdot),"['Drama', 'War']",0110882,19155.0
215,Before Sunrise (1995),Drama|Romance,Before Sunrise,"['Drama', 'Romance']",0112471,76.0
216,Billy Madison (1995),Comedy,Billy Madison,['Comedy'],0112508,11017.0
217,"Babysitter, The (1995)",Drama|Thriller,Babysitter,"['Drama', 'Thriller']",0112438,37141.0
218,Boys on the Side (1995),Comedy|Drama,Boys on the Side,"['Comedy', 'Drama']",0112571,9382.0
219,"Cure, The (1995)",Drama,Cure,['Drama'],0112757,6715.0
220,Castle Freak (1995),Horror,Castle Freak,['Horror'],0112643,18256.0
222,Circle of Friends (1995),Drama|Romance,Circle of Friends,"['Drama', 'Romance']",0112679,22625.0
223,Clerks (1994),Comedy,Clerks,['Comedy'],0109445,2292.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Don Juan DeMarco,"['Comedy', 'Drama', 'Romance']",0112883,1909.0
225,Disclosure (1994),Drama|Thriller,Disclosure,"['Drama', 'Thriller']",0109635,8984.0
227,Drop Zone (1994),Action|Thriller,Drop Zone,"['Action', 'Thriller']",0109676,4954.0
228,Destiny Turns on the Radio (1995),Comedy,Destiny Turns on the Radio,['Comedy'],0112854,62488.0
229,Death and the Maiden (1994),Drama|Thriller,Death and the Maiden,"['Drama', 'Thriller']",0109579,10531.0
230,Dolores Claiborne (1995),Drama|Thriller,Dolores Claiborne,"['Drama', 'Thriller']",0109642,11929.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Dumb & Dumber (Dumb and Dumber),"['Adventure', 'Comedy']",0109686,8467.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu),"['Comedy', 'Drama', 'Romance']",0111797,10451.0
233,Exotica (1994),Drama,Exotica,['Drama'],0109759,20156.0
234,Exit to Eden (1994),Comedy,Exit to Eden,['Comedy'],0109758,18395.0
235,Ed Wood (1994),Comedy|Drama,Ed Wood,"['Comedy', 'Drama']",0109707,522.0
236,French Kiss (1995),Action|Comedy|Romance,French Kiss,"['Action', 'Comedy', 'Romance']",0113117,397.0
237,Forget Paris (1995),Comedy|Romance,Forget Paris,"['Comedy', 'Romance']",0113097,10525.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Far From Home: The Adventures of Yellow Dog,"['Adventure', 'Children']",0113028,27985.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"Goofy Movie, A","['Animation', 'Children', 'Comedy', 'Romance']",0113198,15789.0
240,Hideaway (1995),Thriller,Hideaway,['Thriller'],0113303,27303.0
241,Fluke (1995),Children|Drama,Fluke,"['Children', 'Drama']",0113089,21183.0
242,Farinelli: il castrato (1994),Drama|Musical,Farinelli: il castrato,"['Drama', 'Musical']",0109771,10954.0
243,Gordy (1995),Children|Comedy|Fantasy,Gordy,"['Children', 'Comedy', 'Fantasy']",0113199,47867.0
246,Hoop Dreams (1994),Documentary,Hoop Dreams,['Documentary'],0110057,14275.0
247,Heavenly Creatures (1994),Crime|Drama,Heavenly Creatures,"['Crime', 'Drama']",0110005,1024.0
248,Houseguest (1994),Comedy,Houseguest,['Comedy'],0110066,17207.0
249,Immortal Beloved (1994),Drama|Romance,Immortal Beloved,"['Drama', 'Romance']",0110116,13701.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,Heavyweights (Heavy Weights),"['Children', 'Comedy']",0110006,14819.0
251,"Hunted, The (1995)",Action,Hunted,['Action'],0113360,32631.0
252,I.Q. (1994),Comedy|Romance,I.Q.,"['Comedy', 'Romance']",0110099,11777.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Interview with the Vampire: The Vampire Chronicles,"['Drama', 'Horror']",0110148,628.0
254,Jefferson in Paris (1995),Drama,Jefferson in Paris,['Drama'],0113463,87729.0
255,"Jerky Boys, The (1995)",Comedy,Jerky Boys,['Comedy'],0110189,18713.0
256,Junior (1994),Comedy|Sci-Fi,Junior,"['Comedy', 'Sci-Fi']",0110216,6280.0
257,Just Cause (1995),Mystery|Thriller,Just Cause,"['Mystery', 'Thriller']",0113501,9061.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"Kid in King Arthur's Court, A","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",0113538,37108.0
259,Kiss of Death (1995),Crime|Drama|Thriller,Kiss of Death,"['Crime', 'Drama', 'Thriller']",0113552,6071.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Star Wars: Episode IV - A New Hope,"['Action', 'Adventure', 'Sci-Fi']",0076759,11.0
261,Little Women (1994),Drama,Little Women,['Drama'],0110367,9587.0
262,"Little Princess, A (1995)",Children|Drama,"Little Princess, A","['Children', 'Drama']",0113670,19101.0
263,Ladybird Ladybird (1994),Drama,Ladybird Ladybird,['Drama'],0110296,49980.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Like Water for Chocolate (Como agua para chocolate),"['Drama', 'Fantasy', 'Romance']",0103994,18183.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']",0110322,4476.0
267,Major Payne (1995),Comedy,Major Payne,['Comedy'],0110443,11008.0
269,My Crazy Life (Mi vida loca) (1993),Drama,My Crazy Life (Mi vida loca),['Drama'],0107566,32325.0
270,Love Affair (1994),Drama|Romance,Love Affair,"['Drama', 'Romance']",0110391,43742.0
271,Losing Isaiah (1995),Drama,Losing Isaiah,['Drama'],0113691,28313.0
272,"Madness of King George, The (1994)",Comedy|Drama,Madness of King George,"['Comedy', 'Drama']",0110428,11318.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,Mary Shelley's Frankenstein (Frankenstein),"['Drama', 'Horror', 'Sci-Fi']",0109836,3036.0
274,Man of the House (1995),Comedy,Man of the House,['Comedy'],0113755,40490.0
275,Mixed Nuts (1994),Comedy,Mixed Nuts,['Comedy'],0110538,24070.0
276,Milk Money (1994),Comedy|Romance,Milk Money,"['Comedy', 'Romance']",0110516,8986.0
277,Miracle on 34th Street (1994),Drama,Miracle on 34th Street,['Drama'],0110527,10510.0
278,Miami Rhapsody (1995),Comedy,Miami Rhapsody,['Comedy'],0113808,17402.0
279,My Family (1995),Drama,My Family,['Drama'],0113896,38722.0
280,Murder in the First (1995),Drama|Thriller,Murder in the First,"['Drama', 'Thriller']",0113870,8438.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,Nobody's Fool,"['Comedy', 'Drama', 'Romance']",0110684,11593.0
282,Nell (1994),Drama,Nell,['Drama'],0110638,1945.0
283,New Jersey Drive (1995),Crime|Drama,New Jersey Drive,"['Crime', 'Drama']",0113967,39310.0
