movieId,title,genres,clean_title,clean_genres,imdbId,tmdbId
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",0112715,10329.0
161,Crimson Tide (1995),Drama|Thriller|War,crimson tide,"['Drama', 'Thriller', 'War']",0112740,8963.0
162,Crumb (1994),Documentary,crumb,['Documentary'],0109508,26564.0
163,Desperado (1995),Action|Romance|Western,desperado,"['Action', 'Romance', 'Western']",0112851,8068.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,devil in a blue dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0112857,8512.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,die hard: with a vengeance,"['Action', 'Crime', 'Thriller']",0112864,1572.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,"doom generation, the","['Comedy', 'Crime', 'Drama']",0112887,13552.0
168,First Knight (1995),Action|Drama|Romance,first knight,"['Action', 'Drama', 'Romance']",0113071,6520.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,free willy 2: the adventure home,"['Adventure', 'Children', 'Drama']",0113114,9073.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",0113243,10428.0
171,Jeffrey (1995),Comedy|Drama,jeffrey,"['Comedy', 'Drama']",0113464,17447.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,johnny mnemonic,"['Action', 'Sci-Fi', 'Thriller']",0113481,9886.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,judge dredd,"['Action', 'Crime', 'Sci-Fi']",0113492,9482.0
174,Jury Duty (1995),Comedy,jury duty,['Comedy'],0113500,19326.0
175,Kids (1995),Drama,kids,['Drama'],0113540,9344.0
176,Living in Oblivion (1995),Comedy,living in oblivion,['Comedy'],0113677,9071.0
177,Lord of Illusions (1995),Horror,lord of illusions,['Horror'],0113690,8973.0
178,Love & Human Remains (1993),Comedy|Drama,love & human remains,"['Comedy', 'Drama']",0107447,15730.0
179,Mad Love (1995),Drama|Romance,mad love,"['Drama', 'Romance']",0113729,47608.0
180,Mallrats (1995),Comedy|Romance,mallrats,"['Comedy', 'Romance']",0113749,2293.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,mighty morphin power rangers: the movie,"['Action', 'Children']",0113820,9070.0
183,Mute Witness (1994),Comedy|Horror|Thriller,mute witness,"['Comedy', 'Horror', 'Thriller']",0110604,48787.0
184,Nadja (1994),Drama,nadja,['Drama'],0110620,34574.0
185,"Net, The (1995)",Action|Crime|Thriller,"net, the","['Action', 'Crime', 'Thriller']",0113957,1642.0
186,Nine Months (1995),Comedy|Romance,nine months,"['Comedy', 'Romance']",0113986,11472.0
187,Party Girl (1995),Comedy,party girl,['Comedy'],0114095,36196.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"prophecy, the","['Fantasy', 'Horror', 'Mystery']",0114194,11980.0
189,Reckless (1995),Comedy|Fantasy,reckless,"['Comedy', 'Fantasy']",0114241,58372.0
190,Safe (1995),Thriller,safe,['Thriller'],0114323,32646.0
191,"Scarlet Letter, The (1995)",Drama|Romance,"scarlet letter, the","['Drama', 'Romance']",0114345,10533.0
193,Showgirls (1995),Drama,showgirls,['Drama'],0114436,10802.0
194,Smoke (1995),Comedy|Drama,smoke,"['Comedy', 'Drama']",0114478,10149.0
195,Something to Talk About (1995),Comedy|Drama|Romance,something to talk about,"['Comedy', 'Drama', 'Romance']",0114496,18402.0
196,Species (1995),Horror|Sci-Fi,species,"['Horror', 'Sci-Fi']",0114508,9348.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,strange days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0114558,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"umbrellas of cherbourg, the (parapluies de cherbourg, les)","['Drama', 'Musical', 'Romance']",0058450,5967.0
201,Three Wishes (1995),Drama|Fantasy,three wishes,"['Drama', 'Fantasy']",0114663,47939.0
202,Total Eclipse (1995),Drama|Romance,total eclipse,"['Drama', 'Romance']",0114702,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,"to wong foo, thanks for everything! julie newmar",['Comedy'],0114682,9090.0
204,Under Siege 2: Dark Territory (1995),Action,under siege 2: dark territory,['Action'],0114781,3512.0
205,Unstrung Heroes (1995),Comedy|Drama,unstrung heroes,"['Comedy', 'Drama']",0114798,52856.0
206,Unzipped (1995),Documentary,unzipped,['Documentary'],0114805,77350.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,"walk in the clouds, a","['Drama', 'Romance']",0114887,9560.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,waterworld,"['Action', 'Adventure', 'Sci-Fi']",0114898,9804.0
209,White Man's Burden (1995),Drama,white man's burden,['Drama'],0114928,31611.0
210,Wild Bill (1995),Western,wild bill,['Western'],0114938,65796.0
211,"Browning Version, The (1994)",Drama,"browning version, the",['Drama'],0109340,49805.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,bushwhacked,"['Adventure', 'Comedy', 'Crime', 'Mystery']",0112602,26258.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,burnt by the sun (utomlyonnye solntsem),['Drama'],0111579,50797.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,before the rain (pred dozhdot),"['Drama', 'War']",0110882,19155.0
215,Before Sunrise (1995),Drama|Romance,before sunrise,"['Drama', 'Romance']",0112471,76.0
216,Billy Madison (1995),Comedy,billy madison,['Comedy'],0112508,11017.0
217,"Babysitter, The (1995)",Drama|Thriller,"babysitter, the","['Drama', 'Thriller']",0112438,37141.0
218,Boys on the Side (1995),Comedy|Drama,boys on the side,"['Comedy', 'Drama']",0112571,9382.0
219,"Cure, The (1995)",Drama,"cure, the",['Drama'],0112757,6715.0
220,Castle Freak (1995),Horror,castle freak,['Horror'],0112643,18256.0
222,Circle of Friends (1995),Drama|Romance,circle of friends,"['Drama', 'Romance']",0112679,22625.0
223,Clerks (1994),Comedy,clerks,['Comedy'],0109445,2292.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,don juan demarco,"['Comedy', 'Drama', 'Romance']",0112883,1909.0
225,Disclosure (1994),Drama|Thriller,disclosure,"['Drama', 'Thriller']",0109635,8984.0
227,Drop Zone (1994),Action|Thriller,drop zone,"['Action', 'Thriller']",0109676,4954.0
228,Destiny Turns on the Radio (1995),Comedy,destiny turns on the radio,['Comedy'],0112854,62488.0
229,Death and the Maiden (1994),Drama|Thriller,death and the maiden,"['Drama', 'Thriller']",0109579,10531.0
230,Dolores Claiborne (1995),Drama|Thriller,dolores claiborne,"['Drama', 'Thriller']",0109642,11929.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,dumb & dumber (dumb and dumber),"['Adventure', 'Comedy']",0109686,8467.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,eat drink man woman (yin shi nan nu),"['Comedy', 'Drama', 'Romance']",0111797,10451.0
233,Exotica (1994),Drama,exotica,['Drama'],0109759,20156.0
234,Exit to Eden (1994),Comedy,exit to eden,['Comedy'],0109758,18395.0
235,Ed Wood (1994),Comedy|Drama,ed wood,"['Comedy', 'Drama']",0109707,522.0
236,French Kiss (1995),Action|Comedy|Romance,french kiss,"['Action', 'Comedy', 'Romance']",0113117,397.0
237,Forget Paris (1995),Comedy|Romance,forget paris,"['Comedy', 'Romance']",0113097,10525.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,far from home: the adventures of yellow dog,"['Adventure', 'Children']",0113028,27985.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"goofy movie, a","['Animation', 'Children', 'Comedy', 'Romance']",0113198,15789.0
240,Hideaway (1995),Thriller,hideaway,['Thriller'],0113303,27303.0
241,Fluke (1995),Children|Drama,fluke,"['Children', 'Drama']",0113089,21183.0
242,Farinelli: il castrato (1994),Drama|Musical,farinelli: il castrato,"['Drama', 'Musical']",0109771,10954.0
243,Gordy (1995),Children|Comedy|Fantasy,gordy,"['Children', 'Comedy', 'Fantasy']",0113199,47867.0
246,Hoop Dreams (1994),Documentary,hoop dreams,['Documentary'],0110057,14275.0
247,Heavenly Creatures (1994),Crime|Drama,heavenly creatures,"['Crime', 'Drama']",0110005,1024.0
248,Houseguest (1994),Comedy,houseguest,['Comedy'],0110066,17207.0
249,Immortal Beloved (1994),Drama|Romance,immortal beloved,"['Drama', 'Romance']",0110116,13701.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,heavyweights (heavy weights),"['Children', 'Comedy']",0110006,14819.0
251,"Hunted, The (1995)",Action,"hunted, the",['Action'],0113360,32631.0
252,I.Q. (1994),Comedy|Romance,i.q.,"['Comedy', 'Romance']",0110099,11777.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,interview with the vampire: the vampire chronicles,"['Drama', 'Horror']",0110148,628.0
254,Jefferson in Paris (1995),Drama,jefferson in paris,['Drama'],0113463,87729.0
255,"Jerky Boys, The (1995)",Comedy,"jerky boys, the",['Comedy'],0110189,18713.0
256,Junior (1994),Comedy|Sci-Fi,junior,"['Comedy', 'Sci-Fi']",0110216,6280.0
257,Just Cause (1995),Mystery|Thriller,just cause,"['Mystery', 'Thriller']",0113501,9061.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"kid in king arthur's court, a","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",0113538,37108.0
259,Kiss of Death (1995),Crime|Drama|Thriller,kiss of death,"['Crime', 'Drama', 'Thriller']",0113552,6071.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,star wars: episode iv - a new hope,"['Action', 'Adventure', 'Sci-Fi']",0076759,11.0
261,Little Women (1994),Drama,little women,['Drama'],0110367,9587.0
262,"Little Princess, A (1995)",Children|Drama,"little princess, a","['Children', 'Drama']",0113670,19101.0
263,Ladybird Ladybird (1994),Drama,ladybird ladybird,['Drama'],0110296,49980.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,like water for chocolate (como agua para chocolate),"['Drama', 'Fantasy', 'Romance']",0103994,18183.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,legends of the fall,"['Drama', 'Romance', 'War', 'Western']",0110322,4476.0
267,Major Payne (1995),Comedy,major payne,['Comedy'],0110443,11008.0
269,My Crazy Life (Mi vida loca) (1993),Drama,my crazy life (mi vida loca),['Drama'],0107566,32325.0
270,Love Affair (1994),Drama|Romance,love affair,"['Drama', 'Romance']",0110391,43742.0
271,Losing Isaiah (1995),Drama,losing isaiah,['Drama'],0113691,28313.0
272,"Madness of King George, The (1994)",Comedy|Drama,"madness of king george, the","['Comedy', 'Drama']",0110428,11318.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,mary shelley's frankenstein (frankenstein),"['Drama', 'Horror', 'Sci-Fi']",0109836,3036.0
274,Man of the House (1995),Comedy,man of the house,['Comedy'],0113755,40490.0
275,Mixed Nuts (1994),Comedy,mixed nuts,['Comedy'],0110538,24070.0
276,Milk Money (1994),Comedy|Romance,milk money,"['Comedy', 'Romance']",0110516,8986.0
277,Miracle on 34th Street (1994),Drama,miracle on 34th street,['Drama'],0110527,10510.0
278,Miami Rhapsody (1995),Comedy,miami rhapsody,['Comedy'],0113808,17402.0
279,My Family (1995),Drama,my family,['Drama'],0113896,38722.0
280,Murder in the First (1995),Drama|Thriller,murder in the first,"['Drama', 'Thriller']",0113870,8438.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,nobody's fool,"['Comedy', 'Drama', 'Romance']",0110684,11593.0
282,Nell (1994),Drama,nell,['Drama'],0110638,1945.0
283,New Jersey Drive (1995),Crime|Drama,new jersey drive,"['Crime', 'Drama']",0113967,39310.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,new york cop (nyû yôku no koppu),"['Action', 'Crime']",0117169,109560.0
285,Beyond Bedlam (1993),Drama|Horror,beyond bedlam,"['Drama', 'Horror']",0106402,56428.0
287,Nina Takes a Lover (1994),Comedy|Romance,nina takes a lover,"['Comedy', 'Romance']",0110671,131957.0
288,Natural Born Killers (1994),Action|Crime|Thriller,natural born killers,"['Action', 'Crime', 'Thriller']",0110632,241.0
289,Only You (1994),Comedy|Romance,only you,"['Comedy', 'Romance']",0110737,9058.0
290,Once Were Warriors (1994),Crime|Drama,once were warriors,"['Crime', 'Drama']",0110729,527.0
291,Poison Ivy II (1996),Drama|Thriller,poison ivy ii,"['Drama', 'Thriller']",0114151,18220.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,outbreak,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",0114069,6950.0
